,ticker,name,sectors,industry
1084,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,Basic Materials,Agricultural Inputs
1085,NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd.,Financial Services,Capital Markets
1086,NAGREEKEXP,Nagreeka Exports Limited,Consumer Cyclical,Textile Manufacturing
1087,NAHARCAP,Nahar Capital and Financial Services Limited,Financial Services,Capital Markets
1088,NAHARINDUS,Nahar Industrial Enterprises Limited,Consumer Cyclical,Textile Manufacturing
1089,NAHARPOLY,Nahar Poly Films Limited,Consumer Cyclical,Packaging & Containers
1090,NAHARSPING,Nahar Spinning Mills Limited,Consumer Cyclical,Textile Manufacturing
1091,NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management
1092,NATCOPHARM,NATCO Pharma Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1093,NATHBIOGEN,Nath Bio-Genes (India) Limited,Basic Materials,Agricultural Inputs
1094,NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum
1095,NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information
1096,NAVA,Nava Limited,Industrials,Conglomerates
1097,NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,Chemicals
1098,NAVKARCORP,Navkar Corporation Limited,Industrials,Integrated Freight & Logistics
1099,NAVNETEDUL,Navneet Education Limited,Communication Services,Publishing
1100,NAZARA,Nazara Technologies Limited,Communication Services,Electronic Gaming & Multimedia
1101,NBCC,NBCC (India) Limited,Industrials,Engineering & Construction
1102,NBIFIN,N.B.I. Industrial Finance Company Limited,Financial Services,Capital Markets
1103,NCC,NCC Limited,Industrials,Engineering & Construction
1104,NCLIND,NCL Industries Limited,Basic Materials,Building Materials
1105,NDGL,Naga Dhunseri Group Limited,Financial Services,Capital Markets
1106,NDL,Nandan Denim Limited,Consumer Cyclical,Textile Manufacturing
1107,NDRAUTO,NDR Auto Components Limited,Consumer Cyclical,Auto Parts
1108,NDTV,New Delhi Television Limited,Communication Services,Broadcasting
1109,NECCLTD,North Eastern Carrying Corporation Limited,Industrials,Trucking
1110,NECLIFE,Nectar Lifesciences Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1111,NELCAST,Nelcast Limited,Industrials,Metal Fabrication
1112,NELCO,Nelco Limited,Technology,Communication Equipment
1113,NEOGEN,Neogen Chemicals Limited,Basic Materials,Specialty Chemicals
1114,NESCO,Nesco Limited,Industrials,Conglomerates
1115,NESTLEIND,Nestlé India Limited,Consumer Defensive,Packaged Foods
1116,NETWORK18,Network18 Media & Investments Limited,Communication Services,Broadcasting
1117,NEULANDLAB,Neuland Laboratories Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1118,NEWGEN,Newgen Software Technologies Limited,Technology,Software—Application
1119,NEXTMEDIA,Next Mediaworks Limited,Communication Services,Broadcasting
1120,NFL,National Fertilizers Limited,Basic Materials,Agricultural Inputs
1121,NGIL,Nakoda Group of Industries Limited,Consumer Defensive,Packaged Foods
1122,NGLFINE,NGL Fine-Chem Limited,Healthcare,Drug Manufacturers—General
1123,NH,Narayana Hrudayalaya Limited,Healthcare,Medical Care Facilities
1124,NHPC,NHPC Limited,Utilities,Utilities—Renewable
1125,NIACL,The New India Assurance Company Limited,Financial Services,Insurance—Diversified
1126,NIBL,NRB Industrial Bearings Limited,Industrials,Tools & Accessories
1127,NIITLTD,NIIT Limited,Consumer Defensive,Education & Training Services
1128,NILAINFRA,Nila Infrastructures Limited,Real Estate,Real Estate—Development
1129,NILASPACES,Nila Spaces Limited,Real Estate,Real Estate—Development
1130,NILKAMAL,Nilkamal Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1131,NIPPOBATRY,Indo National Limited,Industrials,Electrical Equipment & Parts
1132,NIRAJ,Niraj Cement Structurals Limited,Industrials,Engineering & Construction
1133,NIRAJISPAT,N/A,N/A,N/A
1134,NITCO,NITCO Limited,Industrials,Building Products & Equipment
1135,NITINSPIN,Nitin Spinners Limited,Consumer Cyclical,Textile Manufacturing
1136,NITIRAJ,Nitiraj Engineers Limited,Technology,Scientific & Technical Instruments
1137,NKIND,N.K Industries Limited,Consumer Defensive,Household & Personal Products
1138,NLCINDIA,NLC India Limited,Utilities,Utilities—Regulated Electric
1139,NMDC,NMDC Limited,Basic Materials,Steel
1140,NOCIL,NOCIL Limited,Basic Materials,Specialty Chemicals
1141,NOIDATOLL,Noida Toll Bridge Company Limited,Industrials,Infrastructure Operations
1142,NORBTEAEXP,Norben Tea & Exports Limited,Consumer Defensive,Farm Products
1143,NOVARTIND,Novartis India Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1144,NRAIL,N R Agarwal Industries Limited,Basic Materials,Paper & Paper Products
1145,NRBBEARING,NRB Bearings Limited,Consumer Cyclical,Auto Parts
1146,NSIL,Nalwa Sons Investments Limited,Financial Services,Asset Management
1147,NTPC,NTPC Limited,Utilities,Utilities—Independent Power Producers
1148,NUCLEUS,Nucleus Software Exports Limited,Technology,Software—Application
1149,NURECA,Nureca Limited,Healthcare,Medical Devices
1150,NUVOCO,Nuvoco Vistas Corporation Limited,Basic Materials,Building Materials
1151,NXTDIGITAL,Nxtdigital Limited,Communication Services,Entertainment
1152,NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail
1153,OAL,Oriental Aromatics Limited,Basic Materials,Specialty Chemicals
1154,OBCL,Orissa Bengal Carrier Limited,Industrials,Trucking
1155,OBEROIRLTY,Oberoi Realty Limited,Real Estate,Real Estate—Development
1156,OCCL,Oriental Carbon & Chemicals Limited,Basic Materials,Chemicals
1157,OFSS,Oracle Financial Services Software Limited,Technology,Software—Infrastructure
1158,OIL,Oil India Limited,Energy,Oil & Gas E&P
1159,OILCOUNTUB,Oil Country Tubular Limited,Energy,Oil & Gas Equipment & Services
1160,OLECTRA,Olectra Greentech Limited,Consumer Cyclical,Auto Parts
1161,OMAXAUTO,Omax Autos Limited,Consumer Cyclical,Auto Parts
1162,OMAXE,Omaxe Limited,Real Estate,Real Estate—Development
1163,OMINFRAL,Om Infra Limited,Industrials,Engineering & Construction
1164,OMKARCHEM,Omkar Speciality Chemicals Limited,Basic Materials,Specialty Chemicals
1165,ONELIFECAP,Onelife Capital Advisors Limited,Financial Services,Capital Markets
1166,ONEPOINT,One Point One Solutions Limited,Industrials,Specialty Business Services
1167,ONGC,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated
1168,ONMOBILE,OnMobile Global Limited,Communication Services,Telecom Services
1169,ONWARDTEC,Onward Technologies Limited,Technology,Information Technology Services
1170,OPTIEMUS,Optiemus Infracom Limited,Technology,Electronics & Computer Distribution
1171,ORBTEXP,Orbit Exports Limited,Consumer Cyclical,Textile Manufacturing
1172,ORCHPHARMA,Orchid Pharma Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1173,ORICONENT,Oricon Enterprises Limited,Consumer Cyclical,Packaging & Containers
1174,ORIENTABRA,Orient Abrasives Limited,Basic Materials,Specialty Chemicals
1175,ORIENTALTL,Oriental Trimex Limited,Industrials,Building Products & Equipment
1176,ORIENTBELL,Orient Bell Limited,Industrials,Building Products & Equipment
1177,ORIENTCEM,Orient Cement Limited,Basic Materials,Building Materials
1178,ORIENTELEC,Orient Electric Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1179,ORIENTHOT,Oriental Hotels Limited,Consumer Cyclical,Lodging
1180,ORIENTLTD,Orient Press Limited,Consumer Cyclical,Packaging & Containers
1181,ORIENTPPR,Orient Paper & Industries Limited,Basic Materials,Paper & Paper Products
1182,ORISSAMINE,The Orissa Minerals Development Company Limited,Basic Materials,Other Industrial Metals & Mining
1183,ORTEL,Ortel Communications Limited,Communication Services,Entertainment
1184,ORTINLAB,Ortin Laboratories Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1185,OSWALAGRO,Oswal Agro Mills Limited,Real Estate,Real Estate—Development
1186,PAGEIND,Page Industries Limited,Consumer Cyclical,Apparel Manufacturing
1187,PAISALO,Paisalo Digital Limited,Financial Services,Credit Services
1188,PALASHSECU,Palash Securities Limited,Consumer Defensive,Packaged Foods
1189,PALREDTEC,Palred Technologies Limited,Technology,Information Technology Services
1190,PANACEABIO,Panacea Biotec Limited,Healthcare,Biotechnology
1191,PANACHE,Panache Digilife Limited,Technology,Communication Equipment
1192,PANAMAPET,Panama Petrochem Limited,Energy,Oil & Gas Refining & Marketing
1193,PANSARI,Pansari Developers Limited,Real Estate,Real Estate—Development
1194,PAR,Par Drugs and Chemicals Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1195,PARACABLES,Paramount Communications Limited,Technology,Communication Equipment
1196,PARADEEP,Paradeep Phosphates Limited,Basic Materials,Agricultural Inputs
1197,PARAGMILK,Parag Milk Foods Limited,Consumer Defensive,Packaged Foods
1198,PARAS,Paras Defence and Space Technologies Limited,Industrials,Aerospace & Defense
1199,PARSVNATH,Parsvnath Developers Limited,Real Estate,Real Estate—Development
1200,PASUPTAC,N/A,N/A,N/A
1201,PATANJALI,Patanjali Foods Limited,Consumer Defensive,Packaged Foods
1202,PATELENG,Patel Engineering Limited,Industrials,Engineering & Construction
1203,PATINTLOG,Patel Integrated Logistics Limited,Industrials,Integrated Freight & Logistics
1204,PAYTM,One97 Communications Limited,Technology,Software—Infrastructure
1205,PCBL,PCBL Limited,Basic Materials,Specialty Chemicals
1206,PCJEWELLER,PC Jeweller Limited,Consumer Cyclical,Luxury Goods
1207,PDMJEPAPER,Pudumjee Paper Products Limited,Basic Materials,Paper & Paper Products
1208,PDSL,PDS Limited,Industrials,Specialty Business Services
1209,PEARLPOLY,Pearl Polymers Limited,Consumer Cyclical,Packaging & Containers
1210,PEL,Piramal Enterprises Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1211,PENIND,Pennar Industries Limited,Industrials,Specialty Industrial Machinery
1212,PENINLAND,Peninsula Land Limited,Real Estate,Real Estate—Development
1213,PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services
1214,PETRONET,Petronet LNG Limited,Energy,Oil & Gas Refining & Marketing
1215,PFC,Power Finance Corporation Limited,Financial Services,Credit Services
1216,PFIZER,Pfizer Limited,Healthcare,Drug Manufacturers—General
1217,PFOCUS,Prime Focus Limited,Communication Services,Entertainment
1218,PFS,PTC India Financial Services Limited,Financial Services,Credit Services
1219,PGEL,PG Electroplast Limited,Technology,Electronic Components
1220,PGHH,Procter & Gamble Hygiene and Health Care Limited,Consumer Defensive,Household & Personal Products
1221,PGHL,Procter & Gamble Health Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1222,PGIL,Pearl Global Industries Limited,Consumer Cyclical,Apparel Manufacturing
1223,PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Real Estate—Diversified
1224,PIDILITIND,Pidilite Industries Limited,Basic Materials,Specialty Chemicals
1225,PIIND,PI Industries Limited,Basic Materials,Agricultural Inputs
1226,PILANIINVS,Pilani Investment and Industries Corporation Limited,Financial Services,Asset Management
1227,PILITA,Pil Italica Lifestyle Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1228,PIONDIST,Pioneer Distilleries Limited,Consumer Defensive,Beverages—Wineries & Distilleries
1229,PIONEEREMB,Pioneer Embroideries Limited,Consumer Cyclical,Textile Manufacturing
1230,PITTIENG,Pitti Engineering Limited,Industrials,Metal Fabrication
1231,PIXTRANS,PIX Transmissions Limited,Industrials,Specialty Industrial Machinery
1232,PKTEA,The Peria Karamalai Tea and Produce Company Limited,Consumer Defensive,Farm Products
1233,PLASTIBLEN,Plastiblends India Limited,Basic Materials,Specialty Chemicals
1234,PNB,Punjab National Bank,Financial Services,Banks—Regional
1235,PNBGILTS,PNB Gilts Ltd.,Financial Services,Capital Markets
1236,PNBHOUSING,PNB Housing Finance Limited,Financial Services,Mortgage Finance
1237,PNC,Pritish Nandy Communications Ltd,Communication Services,Entertainment
1238,PNCINFRA,PNC Infratech Limited,Industrials,Engineering & Construction
1239,PODDARHOUS,Poddar Housing and Development Limited,Real Estate,Real Estate—Development
1240,PODDARMENT,Poddar Pigments Limited,Basic Materials,Specialty Chemicals
1241,POKARNA,Pokarna Limited,Industrials,Building Products & Equipment
1242,POLICYBZR,PB Fintech Limited,Financial Services,Insurance Brokers
1243,POLYCAB,Polycab India Limited,Industrials,Electrical Equipment & Parts
1244,POLYMED,Poly Medicure Limited,Healthcare,Medical Instruments & Supplies
1245,POLYPLEX,Polyplex Corporation Limited,Basic Materials,Specialty Chemicals
1246,PONNIERODE,Ponni Sugars (Erode) Limited,Consumer Defensive,Confectioners
1247,POONAWALLA,Poonawalla Fincorp Limited,Financial Services,Credit Services
1248,POWERGRID,Power Grid Corporation of India Limited,Utilities,Utilities—Regulated Electric
1249,POWERINDIA,Hitachi Energy India Limited,Technology,Electronic Components
1250,POWERMECH,Power Mech Projects Limited,Industrials,Engineering & Construction
1251,PPAP,PPAP Automotive Limited,Consumer Cyclical,Auto Parts
1252,PPL,Prakash Pipes Limited,Industrials,Building Products & Equipment
1253,PRAENG,Prajay Engineers Syndicate Limited,Real Estate,Real Estate—Development
1254,PRAJIND,Praj Industries Limited,Industrials,Engineering & Construction
1255,PRAKASH,Prakash Industries Limited,Basic Materials,Steel
1256,PRAKASHSTL,Prakash Steelage Limited,Basic Materials,Steel
1257,PRAXIS,Praxis Home Retail Limited,Consumer Cyclical,Specialty Retail
1258,PRECAM,Precision Camshafts Limited,Consumer Cyclical,Auto Parts
1259,PRECOT,Precot Limited,Consumer Cyclical,Textile Manufacturing
1260,PRECWIRE,Precision Wires India Limited,Industrials,Electrical Equipment & Parts
1261,PREMEXPLN,Premier Explosives Limited,Basic Materials,Specialty Chemicals
1262,PREMIER,Premier Limited,Industrials,Specialty Industrial Machinery
1263,PREMIERPOL,Premier Polyfilm Ltd.,Basic Materials,Specialty Chemicals
1264,PRESSMN,Pressman Advertising Limited,Communication Services,Advertising Agencies
1265,PRESTIGE,Prestige Estates Projects Limited,Real Estate,Real Estate—Diversified
1266,PRICOLLTD,Pricol Limited,Consumer Cyclical,Auto Parts
1267,PRIMESECU,Prime Securities Limited,Financial Services,Capital Markets
1268,PRINCEPIPE,Prince Pipes and Fittings Limited,Basic Materials,Specialty Chemicals
1269,PRITI,Priti International Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1270,PRITIKAUTO,Pritika Auto Industries Limited,Industrials,Specialty Industrial Machinery
1271,PRIVISCL,Privi Speciality Chemicals Limited,Basic Materials,Specialty Chemicals
1272,PROZONINTU,Prozone Intu Properties Limited,Real Estate,Real Estate—Diversified
1273,PRSMJOHNSN,Prism Johnson Limited,Basic Materials,Building Materials
1274,PRUDENT,Prudent Corporate Advisory Services Limited,Financial Services,Asset Management
1275,PSB,Punjab & Sind Bank,Financial Services,Banks—Regional
1276,PSPPROJECT,PSP Projects Limited,Industrials,Engineering & Construction
1277,PTC,PTC India Limited,Utilities,Utilities—Independent Power Producers
1278,PTL,PTL Enterprises Limited,Real Estate,Real Estate Services
1279,PUNJABCHEM,Punjab Chemicals and Crop Protection Limited,Basic Materials,Chemicals
1280,PUNJLLOYD,Punj Lloyd Limited,Industrials,Engineering & Construction
1281,PURVA,Puravankara Limited,Real Estate,Real Estate—Development
1282,PVP,PVP Ventures Limited,Industrials,Conglomerates
1283,PVR,PVR Limited,Communication Services,Entertainment
1284,QUESS,Quess Corp Limited,Industrials,Staffing & Employment Services
1285,QUICKHEAL,Quick Heal Technologies Limited,Technology,Software—Application
1286,RADAAN,Radaan Mediaworks India Limited,Communication Services,Entertainment
1287,RADHIKAJWE,Radhika Jeweltech Limited,Consumer Cyclical,Luxury Goods
1288,RADICO,Radico Khaitan Limited,Consumer Defensive,Beverages—Wineries & Distilleries
1289,RADIOCITY,Music Broadcast Limited,Communication Services,Broadcasting
1290,RAILTEL,RailTel Corporation of India Limited,Communication Services,Telecom Services
1291,RAIN,Rain Industries Limited,Basic Materials,Chemicals
1292,RAINBOW,Rainbow Children's Medicare Limited,Healthcare,Medical Care Facilities
1293,RAJESHEXPO,Rajesh Exports Limited,Consumer Cyclical,Luxury Goods
1294,RAJMET,Rajnandini Metal Limited,Basic Materials,Other Industrial Metals & Mining
1295,RAJRATAN,Rajratan Global Wire Limited,Basic Materials,Steel
1296,RAJRILTD,Raj Rayon Industries Limited,Consumer Cyclical,Textile Manufacturing
1297,RAJSREESUG,Rajshree Sugars and Chemicals Limited,Consumer Defensive,Confectioners
1298,RAJTV,Raj Television Network Limited,Communication Services,Broadcasting
1299,RALLIS,Rallis India Limited,Basic Materials,Agricultural Inputs
1300,RAMANEWS,Shree Rama Newsprint Limited,Basic Materials,Paper & Paper Products
1301,RAMAPHO,Rama Phosphates Limited,Basic Materials,Agricultural Inputs
1302,RAMASTEEL,Rama Steel Tubes Limited,Basic Materials,Steel
1303,RAMCOCEM,The Ramco Cements Limited,Basic Materials,Building Materials
1304,RAMCOIND,Ramco Industries Limited,Industrials,Building Products & Equipment
1305,RAMCOSYS,Ramco Systems Limited,Technology,Software—Application
1306,RAMKY,Ramky Infrastructure Limited,Industrials,Engineering & Construction
1307,RAMRAT,Ram Ratna Wires Limited,Industrials,Electrical Equipment & Parts
1308,RANASUG,Rana Sugars Limited,Consumer Defensive,Confectioners
1309,RANEENGINE,Rane Engine Valve Limited,Consumer Cyclical,Auto Parts
1310,RANEHOLDIN,Rane Holdings Limited,Consumer Cyclical,Auto Parts
1311,RATEGAIN,RateGain Travel Technologies Limited,Technology,Software—Application
1312,RATNAMANI,Ratnamani Metals & Tubes Limited,Basic Materials,Steel
1313,RAYMOND,Raymond Limited,Consumer Cyclical,Textile Manufacturing
1314,RBA,Restaurant Brands Asia Limited,Consumer Cyclical,Restaurants
1315,RBL,Rane Brake Lining Limited,Consumer Cyclical,Auto Parts
1316,RBLBANK,RBL Bank Limited,Financial Services,Banks—Regional
1317,RCF,Rashtriya Chemicals and Fertilizers Limited,Basic Materials,Agricultural Inputs
1318,RECLTD,REC Limited,Financial Services,Credit Services
1319,REDINGTON,Redington (India) Limited,Technology,Information Technology Services
1320,REFEX,Refex Industries Limited,Energy,Thermal Coal
1321,REGENCERAM,Regency Ceramics Limited,Industrials,Building Products & Equipment
1322,RELAXO,Relaxo Footwears Limited,Consumer Cyclical,Footwear & Accessories
1323,RELCAPITAL,Reliance Capital Limited,Financial Services,Financial Conglomerates
1324,RELCHEMQ,Reliance Chemotex Industries Limited,Consumer Cyclical,Textile Manufacturing
1325,RELIANCE,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing
1326,RELIGARE,Religare Enterprises Limited,Financial Services,Capital Markets
1327,RELINFRA,Reliance Infrastructure Limited,Utilities,Utilities—Regulated Electric
1328,REMSONSIND,Remsons Industries Limited,Consumer Cyclical,Auto Parts
1329,RENUKA,Shree Renuka Sugars Limited,Consumer Defensive,Confectioners
1330,REPCOHOME,Repco Home Finance Limited,Financial Services,Mortgage Finance
1331,REPL,Rudrabhishek Enterprises Limited,Industrials,Consulting Services
1332,REPRO,Repro India Limited,Industrials,Specialty Business Services
1333,RESPONIND,Responsive Industries Limited,Basic Materials,Specialty Chemicals
1334,REVATHI,Revathi Equipment Limited,Industrials,Farm & Heavy Construction Machinery
1335,RGL,Renaissance Global Limited,Consumer Cyclical,Luxury Goods
1336,RHFL,Reliance Home Finance Limited,Financial Services,Mortgage Finance
1337,RHIM,RHI Magnesita India Limited,Industrials,Metal Fabrication
1338,RICOAUTO,Rico Auto Industries Limited,Consumer Cyclical,Auto Parts
1339,RIIL,Reliance Industrial Infrastructure Limited,Industrials,Engineering & Construction
1340,RITCO,Ritco Logistics Limited,Industrials,Integrated Freight & Logistics
1341,RITES,RITES Limited,Industrials,Engineering & Construction
1342,RKDL,Ravi Kumar Distilleries Limited,Consumer Defensive,Beverages—Wineries & Distilleries
1343,RKEC,RKEC Projects Limited,Industrials,Engineering & Construction
1344,RKFORGE,Ramkrishna Forgings Limited,Industrials,Tools & Accessories
1345,RMCL,Radha Madhav Corporation Limited,Consumer Cyclical,Packaging & Containers
1346,RML,Rane (Madras) Limited,Consumer Cyclical,Auto Parts
1347,RNAVAL,Reliance Naval and Engineering Limited,Industrials,Aerospace & Defense
1348,ROHLTD,Royal Orchid Hotels Limited,Consumer Cyclical,Lodging
1349,ROLEXRINGS,Rolex Rings Limited,Industrials,Metal Fabrication
1350,ROLLT,Rollatainers Limited,Industrials,Conglomerates
1351,ROLTA,Rolta India Limited,Technology,Information Technology Services
1352,ROML,N/A,N/A,N/A
1353,ROSSARI,Rossari Biotech Limited,Basic Materials,Specialty Chemicals
1354,ROSSELLIND,Rossell India Limited,Industrials,Conglomerates
1355,ROTO,Roto Pumps Limited,Industrials,Specialty Industrial Machinery
1356,ROUTE,Route Mobile Limited,Communication Services,Telecom Services
1357,RPGLIFE,RPG Life Sciences Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1358,RPOWER,Reliance Power Limited,Utilities,Utilities—Independent Power Producers
1359,RPPINFRA,R.P.P. Infra Projects Limited,Industrials,Engineering & Construction
1360,RPPL,Rajshree Polypack Limited,Consumer Cyclical,Packaging & Containers
1361,RPSGVENT,RPSG Ventures Limited,Technology,Information Technology Services
1362,RSSOFTWARE,R S Software (India) Limited,Technology,Information Technology Services
1363,RSWM,RSWM Limited,Consumer Cyclical,Textile Manufacturing
1364,RSYSTEMS,R Systems International Limited,Technology,Information Technology Services
1365,RTNINDIA,RattanIndia Enterprises Limited,Utilities,Utilities—Independent Power Producers
1366,RTNPOWER,RattanIndia Power Limited,Utilities,Utilities—Renewable
1367,RUBYMILLS,The Ruby Mills Limited,Consumer Cyclical,Textile Manufacturing
1368,RUCHINFRA,Ruchi Infrastructure Limited,Industrials,Specialty Business Services
1369,RUCHIRA,Ruchira Papers Limited,Basic Materials,Paper & Paper Products
1370,RUPA,Rupa & Company Limited,Consumer Cyclical,Apparel Manufacturing
1371,RUSHIL,Rushil Décor Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1372,RVHL,Ravinder Heights Limited,Real Estate,Real Estate—Development
1373,RVNL,Rail Vikas Nigam Limited,Industrials,Engineering & Construction
1374,S&SPOWER,S&S Power Switchgear Limited,Industrials,Electrical Equipment & Parts
1375,SABEVENTS,SAB Events & Governance Now Media Limited,Communication Services,Publishing
1376,SABTN,Sri Adhikari Brothers Television Network Limited,Communication Services,Broadcasting
1377,SADBHAV,Sadbhav Engineering Limited,Industrials,Engineering & Construction
1378,SADBHIN,Sadbhav Infrastructure Project Limited,Industrials,Engineering & Construction
1379,SAFARI,Safari Industries (India) Limited,Consumer Cyclical,Footwear & Accessories
1380,SAGARDEEP,Sagardeep Alloys Limited,Basic Materials,Copper
1381,SAGCEM,Sagar Cements Limited,Basic Materials,Building Materials
1382,SAIL,Steel Authority of India Limited,Basic Materials,Steel
1383,SAKAR,Sakar Healthcare Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1384,SAKHTISUG,Sakthi Sugars Limited,Consumer Defensive,Confectioners
1385,SAKSOFT,Saksoft Limited,Technology,Information Technology Services
1386,SAKUMA,Sakuma Exports Limited,Consumer Defensive,Farm Products
1387,SALASAR,Salasar Techno Engineering Limited,Basic Materials,Steel
1388,SALONA,Salona Cotspin Limited,Consumer Cyclical,Textile Manufacturing
1389,SALSTEEL,S.A.L. Steel Limited,Basic Materials,Steel
1390,SALZERELEC,Salzer Electronics Limited,Industrials,Electrical Equipment & Parts
1391,SAMBHAAV,Sambhaav Media Limited,Communication Services,Publishing
1392,SANCO,Sanco Industries Limited,Industrials,Electrical Equipment & Parts
1393,SANDESH,The Sandesh Limited,Communication Services,Publishing
1394,SANDHAR,Sandhar Technologies Limited,Consumer Cyclical,Auto Parts
1395,SANGAMIND,Sangam (India) Limited,Consumer Cyclical,Textile Manufacturing
1396,SANGHIIND,Sanghi Industries Limited,Basic Materials,Building Materials
1397,SANGHVIMOV,Sanghvi Movers Limited,Industrials,Rental & Leasing Services
1398,SANGINITA,Sanginita Chemicals Limited,Basic Materials,Chemicals
1399,SANOFI,Sanofi India Limited,Healthcare,Drug Manufacturers—General
1400,SANSERA,Sansera Engineering Limited,Industrials,Metal Fabrication
1401,SANWARIA,Sanwaria Consumer Limited,Consumer Defensive,Farm Products
1402,SAPPHIRE,Sapphire Foods India Limited,Consumer Cyclical,Restaurants
1403,SARDAEN,Sarda Energy & Minerals Limited,Basic Materials,Steel
1404,SAREGAMA,Saregama India Limited,Communication Services,Entertainment
1405,SARLAPOLY,Sarla Performance Fibers Limited,Consumer Cyclical,Textile Manufacturing
1406,SASKEN,Sasken Technologies Limited,Technology,Information Technology Services
1407,SASTASUNDR,Sastasundar Ventures Limited,Healthcare,Pharmaceutical Retailers
1408,SATIA,Satia Industries Limited,Basic Materials,Paper & Paper Products
1409,SATIN,Satin Creditcare Network Limited,Financial Services,Credit Services
1410,SBC,SBC Exports Limited,Industrials,Conglomerates
1411,SBCL,Shivalik Bimetal Controls Limited,Industrials,Metal Fabrication
1412,SBICARD,SBI Cards and Payment Services Limited,Financial Services,Credit Services
1413,SBILIFE,SBI Life Insurance Company Limited,Financial Services,Insurance—Life
1414,SBIN,State Bank of India,Financial Services,Banks—Regional
1415,SCAPDVR,Stampede Capital Limited,Financial Services,Capital Markets
1416,SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,Auto Parts
1417,SCHAND,S Chand and Company Limited,Communication Services,Publishing
1418,SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials,Specialty Industrial Machinery
1419,SCI,The Shipping Corporation of India Limited,Industrials,Marine Shipping
1420,SDBL,Som Distilleries & Breweries Limited,Consumer Defensive,Beverages—Brewers
1421,SEAMECLTD,Seamec Limited,Industrials,Marine Shipping
1422,SECURKLOUD,SecureKloud Technologies Limited,Technology,Software—Application
1423,SEJALLTD,Sejal Glass Limited,Industrials,Building Products & Equipment
1424,SELAN,Selan Exploration Technology Limited,Energy,Oil & Gas E&P
1425,SEPC,SEPC Limited,Industrials,Engineering & Construction
1426,SEPOWER,S. E. Power Limited,Basic Materials,Specialty Chemicals
1427,SEQUENT,Sequent Scientific Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1428,SERVOTECH,N/A,N/A,N/A
1429,SESHAPAPER,Seshasayee Paper and Boards Limited,Basic Materials,Paper & Paper Products
1430,SETCO,Setco Automotive Limited,Consumer Cyclical,Auto Parts
1431,SETUINFRA,Setubandhan Infrastructure Limited,Industrials,Engineering & Construction
1432,SEYAIND,Seya Industries Limited,Basic Materials,Specialty Chemicals
1433,SFL,Sheela Foam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1434,SGIL,Synergy Green Industries Limited,Industrials,Metal Fabrication
1435,SGL,STL Global Limited,Consumer Cyclical,Textile Manufacturing
1436,SHAHALLOYS,Shah Alloys Limited,Basic Materials,Steel
1437,SHAILY,Shaily Engineering Plastics Limited,Basic Materials,Specialty Chemicals
1438,SHAKTIPUMP,Shakti Pumps (India) Limited,Industrials,Specialty Industrial Machinery
1439,SHALBY,Shalby Limited,Healthcare,Medical Care Facilities
1440,SHALPAINTS,Shalimar Paints Limited,Basic Materials,Specialty Chemicals
1441,SHANKARA,Shankara Building Products Limited,Consumer Cyclical,Home Improvement Retail
1442,SHANTI,Shanti Overseas (India) Limited,Consumer Defensive,Farm Products
1443,SHANTIGEAR,Shanthi Gears Limited,Industrials,Specialty Industrial Machinery
1444,SHARDACROP,Sharda Cropchem Limited,Basic Materials,Agricultural Inputs
1445,SHARDAMOTR,Sharda Motor Industries Limited,Consumer Cyclical,Auto Parts
1446,SHAREINDIA,Share India Securities Limited,Financial Services,Capital Markets
1447,SHEMAROO,Shemaroo Entertainment Limited,Communication Services,Entertainment
